	text	labels	title
259	"Komu mieliby się do chuja poskarżyć?
Więc zacząłem ich ustawiać.
A najlepsze jest to, że po raz pierwszy w życiu,
znalazłem sposób na to, jak nigdy nie przegrywać.
Tak, Nicky miał swoją metodę.
Może niezbyt naukową,
ale skuteczną."	0	Casino
260	"Kiedy wygrał, kazał sobie płacić.
Kiedy przegrał, kazał im spierdalać.
Co mieli zrobić? Podskoczyć mu?
- Hej, Tony, jak leci?
- Jak leci?
- Dobrze. Masz coś dla mnie?
- Co?
Och, Nicky, myślałem, że grasz dalej."	0	Casino
261	"Nie, nie gram dalej.
Zabieram wygraną.
- Jesteś pewny?
- Tak, jestem.
- Zbiłeś mnie trochę z tropu
- Zbiłem cię z tropu?
Może wrócisz na trop,
jak wsadzę twój jebany ryj w to okienko.
Dawaj kasę, chuju."	0	Casino
262	"Wybacz, Nick,
nie chciałem, żeby tak wyszło.
Tak. Dlatego miałeś forsę ze sobą.
Kurwa, mój pieprzony łeb.
Twój pieprzony łeb, co?
Nalej sobie oleju do tego łba.
Nie zgrywaj cwaniaczka, Tony."	0	Casino
263	"A teraz, Nicholas Santoro
opowie nam o pierwszym prezydencie.
George Washington urodził się...
Przez jakiś czas było spokojnie.
Przedstawiliśmy z Ginger
Nicky'ego i Jennifer znajomym...
...jako przeciętnych ludzi."	0	Casino
264	"Pięknie, masz dobry zamach.
Ace wciągnął mojego synka
do małej ligi.
Okazało się, że drugim trenerem...
...był jakiś chuj z policji, tajniak.
Ale to nie miało znaczenia.
Chodziło tutaj o dzieciaki."	0	Casino
265	"Musi zrozumieć,
że nie zawsze się wygrywa.
Cały czas mu to powtarzam.
Ale on już taki jest.
Nicky od razu dał o sobie znać.
Szczególnie w kasynie,
ludzie od razu zrozumieli..."	0	Casino
266	"...z kim mają do czynienia.
Po to właśnie
szefowie mnie tu przysłali.
Żebym pilnował
aby nikt ich nie skubał.
Jak ci dwaj pierdoleni kretyni.
Którzy chcieli nas wyjebać
na 200 kawałków."	0	Casino
267	"Hej, jak leci?
Co tu robisz?
Jestem stąd.
- Jesteś stąd?
- Tak, jestem z nimi.
My czekamy na Carmine.
Tak, szukamy Carmine."	0	Casino
268	"Był tu.
Wyszedł z walizeczką.
Carmine wyszedł?
Nie ma go?
Nie ma go tu?
Carmine wyszedł?"	0	Casino
269	"Może skoczył do tego miejsca
naprzeciwko czy coś w tym rodzaju.
W takim razie powodzenia.
Dzięki, Eddie.
Dużo szczęścia.
Wzajemnie.
Nie podpisali papierów."	0	Casino
270	"Już nie muszą.
Konkurencję ostrzegaliśmy.
Wszyscy musieli bardzo uważać.
Na takich jak te ćwole, które nigdy nie słyszały
o Nicky'm ani o szefach.
Z takimi jest największy kłopot."	0	Casino
271	"Nawet jak się ich przyłapie,
próbują wracać znowu...
...z doklejonymi brodami, perukami
i sztucznymi nosami.
Można ich rozpoznać
po sposobie obstawiania.
Ten dupek
gra tylko żetonami po $500...
...i tak dziwnie się składa,
że zawsze trafia."	0	Casino
272	"I gdyby nie był tak kurewsko zachłanny,
nikt by się nie skapował.
Ale oni wszyscy są zachłanni.
Krupier był słaby, ale nie kupiony.
Nie zasłaniał kart.
Za wysoko je podnosił."	0	Casino
273	"Facet z brodą podglądał kartę...
...i dawał cynk temu,
który grał przy tamtym stole.
To ich stary numer.
Krążą po kasynach,
wypatrując słabych krupierów...
...tak jak lwy
wypatrują słabych antylop."	0	Casino
274	"Centrala. Tu pan R.
Przyślijcie mi ludzi
do drugiego rewiru.
Black Jack 19, drugi stołek, broda.
Centrala.
Urodziny, głośno.
Człowiek upadł!"	0	Casino
275	"Zawołać lekarza!
To zawał.
Nic mu nie będzie.
Tylko trzeba go przenieść w inne miejsce.
Proszę uważać.
Kiedy dowiadywali się...
...że poraził ich prąd
i zaczęli kapować co ich czeka..."	0	Casino
276	"...żałowali, że na prawdę
nie dostali zawału.
Okazało się, że on
i jego jebana paczka...
...skubie nas systematycznie od lat.
- Ma gdzieś kabel.
- Hej, co robicie?
- Tu jest.
- To jest to."	0	Casino
277	"- To jest sąd dla oszustów.
- O boże!
Nie, nie!
Chciałem, aby wszyscy wiedzieli,
że coś się tu zmieniło.
Te kutasy miały być dowodem na to,
że zabawa się skończyła.
Zauważyłem, że przekładasz żetony
prawą ręką."	0	Casino
278	"- Potrafisz obiema rękami?
- Nie.
- Nie potrafisz?
- Nie, sir.
A potrafisz lewą ręką?
Nigdy nie próbowałem.
- Więc jesteś praworęczny?
- Tak."	0	Casino
279	"Teraz będziesz musiał się nauczyć
robić to lewą ręką.
- Coś około 100, 110 tysięcy.
- Tak, zgadza się.
OK.
Tak dużą sumę
lepiej przeliczyć bez świadków.
Zapraszam pana do mojego biura."	0	Casino
280	"Odrobina prywatności.
I proszę przysłać nam
butelkę szampana.
- Oczywiście.
- Jakiegoś extra.
- Jestem Billy Sherbert, kierownik kasyna.
- Witam.
- Dobrze się pan u nas bawi?
- Tak."	0	Casino
281	"Policzymy pieniądze bez świadków.
Muszę złapać samolot do Cleveland.
Mogę odebrać wygraną?
Zobacz, co mi zrobili z ręką!
Dobra, dam ci wybór.
Albo wygrana plus młotek,
albo po prostu wychodzisz."	0	Casino
282	"- Co wybierasz?
- Po prostu wychodzę.
I powiedz swoim kolesiom co im grozi,
jak będą chcieli nas wyjebać.
- Przepraszam. Popełniłem wielki błąd.
- Masz kurwa rację, że tak.
Jeśli tu wrócicie i was złapiemy...
...odetniemy wam łby
i już stąd nie wyjdziecie."	0	Casino
283	"Widzisz kurwa tą piłę?
Właśnie jej użyjemy.
- Wynocha.
- Dziękuję.
Wyrzućcie go na ulicę i powiedzcie glinom,
że wpadł pod samochód.
Wkrótce wszystko się poukładało.
Skończyły się kanty, wpływy rosły..."	0	Casino
284	"...a bossowie byli szczęśliwi
jak nigdy przedtem.
A ja postanowiłem
skomplikować sobie życie.
Mimo, że zawsze unikałem ryzyka...
...tym razem postawiłem resztę mego życia
na niepewną kartę.
Lat nam nie ubywa."	0	Casino
285	"Nie uważasz, że to już czas?
Nie jesteś już zmęczona
takim gównianym życiem?
Chcesz mnie unieszkodliwić?
Lepiej.
Chcę się z tobą ożenić."	0	Casino
286	"Wyjdziesz za mnie?
Mówię poważnie.
Chcę się ustatkować, założyć rodzinę.
Wybrałeś nie tę dziewczynę, Sam.
Bylibyśmy dobrymi rodzicami."	0	Casino
287	"Nie znasz mnie.
Poznałeś mnie trzy miesiące temu.
Mam 43 lata i nie chcę czekać.
Znam cię na tyle, żeby wiedzieć,
że bardzo cię kocham.
Nie wyobrażam sobie lepszej żony.
I nie chcę już dłużej czekać."	0	Casino
288	"Znasz wiele szczęśliwych małżeństw, Sam?
Bo ja nie.
Tak, wiem o tym.
Zależy mi na tobie...
...ale nie żywię tych samych uczuć
w stosunku do ciebie.
Przykro mi, ale ja cię nie kocham."	0	Casino
289	"Rozumiesz?
Przykro mi.
Nie. Ja...
Myślę, że to przyjdzie z czasem.
O ile tylko będzie wzajemny szacunek,
reszta przyjdzie z czasem."	0	Casino
290	"Jestem realistą, godzę się z tym.
A czym w ogóle jest miłość?
To wzajemny szacunek, oddanie...
...wzajemna troska
jednej osoby o drugą.
I jeśli zbudujemy jakiś fundament..."	0	Casino
291	"...oparty na wzajemnym szacunku...
...polubisz mnie z czasem na tyle...
...że mi to wystarczy.
A jeśli to nie wypali, nie zadziała,
co będzie ze mną?
Wiesz, że nieźle mi idzie
a będzie jeszcze lepiej."	0	Casino
292	"Więc cokolwiek by się nie stało...
...i jeżeli ten związek nie wypali...
...zapewnię ci dobry byt
do końca życia.
A jeśli będą dzieci...
...zadbam o ciebie bardziej,
niż możesz to sobie wyobrazić."	0	Casino
293	"Co ty mi proponujesz?
To, co mówiłem.
Gwarantuję ci utrzymanie do końca życia.
Przyrzekam ci to.
Zaryzykujesz?
Biorąc ślub z Ginger,
wiedziałem jaką ma reputację."	0	Casino
294	"Ale mówiłem sobie, pieprzyć to,
jestem Sam Rothstein. Mogę ją zmienić.
Cały Ace.
Naspraszał samych ważniaków,
bo wiedział, że przyjdą.
Wiedział, że każdy z nich
coś od niego chce.
U niego nikt nie miał taryfy ulgowej,
nawet Ginger."	0	Casino
295	"Z nią też grał w otwarte karty.
Warunkiem było wspólne dziecko
zanim mogli się pobrać.
Ja i Jenny opiekowaliśmy się nawet
małą Amy przez kilka dni...
...kiedy oni pojechali
w podróż poślubną.
Ale co tam, to kochany dzieciak."	0	Casino
296	"Czujesz na sobie mój wzrok?
Czujesz mnie w sercu?
Czujesz mnie w żołądku?
Czujesz mnie w sobie?
W środku?"	0	Casino
297	"Bo zaraz tam przyjdę.
Odpowiedz.
Kocham cię.
Ja ciebie też. Wiesz o tym?
Wiem, Lester."	0	Casino
298	"- Wiesz o tym?
- Tak.
Ale ten ślub to teraz
najlepsze wyjście dla mnie.
Zgadza się. I będzie dobrze.
Obiecujesz?
Tak, i życzę ci szczęścia."	0	Casino
299	"Tak?
Tak. Zrobiłaś to, co w tej chwili
dla ciebie najlepsze.
Tak myślę.
Masz zapewnioną bezpieczną przyszłość.
Skarbie, będziesz teraz ustawiona w Vegas.
To dla nas wspaniała rzecz."	0	Casino
300	"Będę zawsze pod ręką.
Nigdzie nie odchodzę.
Teraz na ciebie patrzę.
Widzę cię pierwszy raz w życiu."	0	Casino
301	"Myślisz, że gdybym wróciła...
...to mógłbyś mi przebaczyć?
Nie wiem. Będę z tobą szczery.
Sam nie wiem.
Rozumiem cię.
Wiem, że nieźle namieszałam."	1	Casino
302	"Co z kasą?
Gdzie kasetka?
Przyznaję, że popełniłam błąd
i trochę wydałam.
Ile?
Dość dużo.
Jak dużo?"	1	Casino
303	"Ponad $25 000.
- Ponad 25,000?
- Tak.
- A resztę z 2 milionów masz?
- Tak, mam resztę.
To dobrze. Niewielka strata.
Naciągnął nas na $25 000."	1	Casino
304	"Dobra, jakoś to przeżyję.
OK.
W porządku, gdzie jesteście?
Zaraz wyślę po was samolot.
Cześć, Sam.
Więc na co poszły?"	1	Casino
305	"Co?
Pieniądze.
Potrzebował ubrań.
$25 000 na ubrania?
Chciał też zegarek."	1	Casino
306	"$25 000 na ubrania i zegarek?
Dobry wieczór, państwu.
Tędy proszę.
Cieszyłem się, że odzyskałem Amy.
Więc wróciliśmy do domu,
położyliśmy dzieciaka do łóżka...
...a kiedy się uspokoiłem,
poszliśmy na kolację."	1	Casino
307	"Starałem się być grzeczny i kulturalny,
jednak, $25 000 za trzy garnitury?
To się nie trzyma kupy.
Po pierwsze,
on nie będzie nosił garniturów po $1000.
Powiedzmy, że będzie.
Ale wiemy, że nie będzie.
Jak można mieć 25 przymiarek
w trzy dni?"	1	Casino
308	"Jak można to zrobić tak szybko?
Nawet ja tego nie potrafię,
mimo że kupuję dwa razy droższe.
- Kupiłam mu też zegarek.
- Tak.
Ale nawet, jeśli kupiłaś mu
naprawdę dobry zegarek...
...to on przecież nie ma pojęcia,
jak kurwa porządny zegarek wygląda."	1	Casino
309	"Powiedzmy 5, 10, 12 tysięcy.
Droższy do niego nie pasuje.
Plus, jakieś trzy garnitury po $1000.
To ile zostaje?
- Jakieś $10 000?
- Mógłbyś już przestać, Sam?
- Próbuję to tylko jakoś poukładać.
- Nie ma czego układać."	1	Casino
310	"Wróciłam. Staram się.
Już kiedyś słyszałem: ""Staram się"".
Myślisz, że wracając...
...po tym jak porwałaś mi dziecko,
wyświadczasz mi przysługę?
Zegarek, plus powiedzmy $4000..."	1	Casino
311	"...na wydatki na te parę dni...
...więc nieźle musieliście się bawić.
Naprawdę nieźle.
Wiem, że ten jebany gnój
na pewno zajebiście dobrze się bawił.
Na mój koszt."	1	Casino
312	"Pewnie cię wyjebał,
jak za dawnych czasów.
Teraz patrzysz na mnie wrednie.
Co, chce ci się płakać?
Jesteś zdenerwowana?
Jesteś dobrą aktorką, wiesz o tym?
Kurewsko dobrą."	1	Casino
313	"Potrafisz kurwa wzbudzać współczucie.
Nie jestem twoim klientem.
Kumasz?
Tobie wydaje się, że zawsze byłem, ale mylisz się.
Nie jestem frajerem.
A ten jebany alfons naciągacz.
Ma szczęście, że go nie zabiłem."	1	Casino
314	"Niech się kurwa cieszy, że żyje.
A gdybyście zabrali mi Amy...
...i próbowali gdzieś uciec,
to już by kurwa nie żył.
A ty razem z nim.
Martwi jak chuj.
Nie potrafię tak żyć.
Nie, to nie w porządku.
To nie fair."	1	Casino
315	"Nie wraca na noc.
Już to pierdolę.
Dłużej nie dam rady, ocipieję.
Dlaczego mam to kurwa znosić?
Tak, jak by on był święty.
Tak jak bym to ja była najgorsza.
Nie da mi zapomnieć."	1	Casino
316	"Tak, próbowałam.
Jasne, że próbowałam.
A co, myślisz, że po chuj wróciłam?
Nie. Już nie.
Chcę żeby zdechł.
Tak, chcę go zabić.
Mam już tego kurwa dość.
Pomożesz mi?"	1	Casino
317	"Chcesz się mnie pozbyć?
Oto jestem.
Zrób to. No już.
Halo.
Nienawidzę cię, kurwa!
Już dłużej nie mogę!
- Tak, chcę cię zabić! Nienawidzę cię, kurwa!
- Nienawidzisz mnie?"	1	Casino
318	"- Mam ciebie dość!
- No to chodź!
Chodź ze mną. Już.
Wynoś się.
Wynoś się stąd.
Nie chcę cię tu widzieć!
Wynoś się!
Zabieraj walizki i wypierdalaj!"	1	Casino
319	"Dobra, ale chcę moje pieniądze!
- Chcesz pieniądze?
- Tak, zrywam naszą umowę.
- Żartujesz!
- I chcę mój szmal.
Potrzebuję gotówki i to teraz!
Nie możesz mnie tak po prostu wyrzucić na ulicę!
Nigdy nie byłaś szczera i uczciwa
w stosunku do mnie."	1	Casino
320	"Nigdy mnie nie kochałaś!
Przez ciebie muszę mieć oczy z tyłu na dupie,
pierdolona kurwo!
Jak mogłabym cię kochać?
Traktujesz mnie jak jebanego psa!
- Jesteś gorsza od psa!
- Spierdalaj!
Masz, masz!
Starczy ci?"	1	Casino
321	"Może ci starczy
na dwa jebane dni? Weź!
Zachłanna kurwo.
Bierz te jebane pieniądze.
Jadę do banku
i biżuterię też zabieram!
W porządku.
Otwierają o 9:00.
Nie waż się nasyłać na mnie swoich goryli!
Nie zatrzymasz mnie!"	1	Casino
322	"Gwarantuję.
Nie będę cię zatrzymywał.
Nie wypierdolisz mnie z jedną walizką!
Przyjdź jutro po resztę.
A teraz spierdalaj!
- Zabieram Amy.
- Nie zabierasz.
Biorę ją.
Pójdę ją obudzić."	1	Casino
323	"Jesteś najebana jak ćpun.
Wynoś się.
To także moja córka!
- Napisz do moich adwokatów, wydupiaj!
- Niech cię chuj!
To się tak nie skończy!
Nie oszukasz mnie!
Kutas!"	1	Casino
324	"Zabawne, ale tak naprawdę,
to nie chciałem żeby odeszła.
Była matką mojego dziecka.
Kochałem ją.
I później zrozumiałem,
że dlatego nie chcę jej dać pieniędzy...
...bo gdybym dał...
...to nigdy więcej
już bym jej nie zobaczył."	1	Casino
325	"Udanego dnia w szkole.
Pa, aniołku.
Od teraz, chcę wiedzieć gdzie jesteście.
W każdej chwili.
Masz tu pager.
Chcę żebyś go nosiła."	1	Casino
326	"Jest bardzo lekki.
Będę zawsze w kontakcie.
Dobra?
Co zamierzasz zrobić?
Chcesz to tak dalej ciągnąć?
Nie możesz."	1	Casino
327	"Posłuchaj. Jak dwojgu ludziom nie wychodzi
to powinni się rozstać.
To nie moja sprawa,
ale sądzę, że tak powinnaś zrobić.
Masz rację.
Wiem.
- Ja tylko...
- Co?
- Nic.
- Co chciałaś powiedzieć?"	1	Casino
328	"- Nie chciałam...
- Chciałaś coś powiedzieć, wiec mów.
- Mogę?
- Tak.
Może znasz kogoś w banku...
...kto pomógłby mi odzyskać
moją biżuterię?
Jest dużo warta."	1	Casino
329	"Odwdzięczę się temu,
kto mi pomoże.
- Pomyślę o tym.
- Dobra.
To musi być ktoś bardzo zaufany.
Tak, on nigdy nie da mi tej biżuterii.
Nie rozstaje się z tym kluczykiem.
Pewnie chowa go w samej dupie."	1	Casino
330	"Masz rację. To cały Sammy.
Pewnie faktycznie go tam chowa.
Jebany szczęściarz.
Mogłam go zniszczyć.
Wyjechać do Europy razem z dzieckiem.
A on by mnie znalazł i zabił."	1	Casino
331	"Nie. Nie on, tylko ja.
- I miałby rację
- Przestań.
- Nie zabiera się facetowi dziecka.
- Nie zabrałam.
To znaczy... zabrałam, ale zaraz wróciłam,
tak jak mi powiedziałeś.
Wróciłaś. Dobrze zrobiłaś.
Właśnie to mi się w tobie podoba."	1	Casino
332	"I za to cię lubię. Dobrze zrobiłaś.
- Zrobiłam, co mi kazałeś.
- Tak.
- Ty mi zawsze dobrze doradzasz.
- Tak.
Jemu chyba na serio odpierdoliło.
- Bez wątpienia.
- Po prostu dostał pierdolca."	1	Casino
333	"- Zmienił się.
- Tak.
- To już nie ten sam człowiek.
- Niestety nie.
- Myśli, że chuj wie kim jest.
- Właśnie.
Nienawidzi mnie.
Nienawidzi mnie jak chuj."	1	Casino
334	"Przestań. Jesteś twarda.
Dasz sobie radę.
- Nie płacz.
- Nie jestem taka silna jak myślisz.
Jesteś.
Nie. I to mnie kurewsko przeraża.
- Nigdy nie wiem, co on zrobi.
- Przestań."	1	Casino
335	"- Nie bój się.
- Potrzebuję pomocy.
Potrzebuję pomocy.
Ty możesz mi pomóc.
Potrzebuję nowego sponsora, Nicky.
Bardzo potrzebuję nowego sponsora."	1	Casino
336	"- Tego właśnie chcesz?
- Tak.
- Sponsora?
- Tak.
Dobra.
Nie martw się już o to.
Nikt się już do ciebie nie przyjebie."	1	Casino
337	"- Zaopiekuję się tobą. Przyrzekam.
- Zaopiekuj się mną.
- Tego chcesz, prawda?
- Tak, tego.
- Chcesz tego?
- Tak.
Widziałeś to?
To żona Ace'a.
Super."	1	Casino
338	"Szef się ucieszy.
- Cześć.
- Cześć.
- Dzwoniłem na twój pager.
- Wyrzuciłam go.
Wyrzuciłaś?
Próbowałam się do tego przyzwyczaić,
bo wiem, że ci zależy, ale..."	1	Casino
339	"Prawie że zjechałam z autostrady
jak to zaczęło pikać!
A w knajpie jest po prostu krępujące.
Nie będę tego nosić.
Gdzie Amy?
Położyłem ją spać.
Kupiłam ci fajki."	1	Casino
340	"Oscar prosił, żebyś zadzwonił.
- Z kim jadłaś lunch?
- Z Jennifer.
- Gdzie?
- W Rivierze.
Co jadłaś?
- Sałatkę.
- A Jennifer?"	1	Casino
341	"To samo.
OK.
Zadzwonisz teraz do Jennifer...
...i powiesz jej,
żeby ci powiedziała co jadła.
Ja posłucham z drugiego aparatu."	1	Casino
342	"- Dlaczego to robisz?
- Wiesz dlaczego.
- Po prostu zadzwoń.
- Dobra.
Tylko sobie coś przyniosę.
Zajęte.
Nikt się nie zgłasza.
- Halo.
- Halo, Jennifer. Mówi Sam."	1	Casino
343	"Dobra. Nie jadłam lunchu z Jenifer.
A z kim?
Z kimś.
Wiem, że z kimś.
Kto to był?
Oby nie ktoś, o kim myślę."	1	Casino
344	"Mam nadzieję, że nie.
Wiedziałem, że się kurwi.
Robiła to co kiedyś.
Wiedziałem, o co chodzi.
Ale na Boga, Nicky był najgorszą z możliwych osób,
jaką mogła sobie wybrać.
A co jeśli nie przestanie?"	1	Casino
345	"To może nas obu zabić.
Mogę go spławić.
Była bardzo przekonywująca,
jak to mówiła.
Oto jak go spławiła.
Ginger."	1	Casino
346	"Nie zapomnij, jeśli cię zapyta...
...obojętnie o co,
zaprzecz wszystkiemu.
Rozumiesz?
Nie chcę, żeby doniósł szefom.
Bo wtedy mielibyśmy poważne kłopoty.
Musimy uważać. On nie jest głupi."	1	Casino
347	"Słyszysz co mówię?
Wiem.
Nie musisz mi tego mówić.
Myślisz, że jestem głupia?
Czy myślę, że jesteś głupia? Nie.
Myślę, że jesteś piękna.
Ale muszę lecieć."	1	Casino
348	"Nicky tak wszystko w mieście popierdolił...
...że Marino zawoził szefom
coraz mniejsze walizeczki.
Do tego stopnia, że gdy przyjeżdżał...
...to nie wiedział,
czy go ucałują czy ukatrupią.
Frankie, chcę cię o coś spytać."	1	Casino
349	"To dyskretna sprawa.
Ale powiedz mi prawdę.
Oczywiście, Remo.
Chcę, żebyś powiedział mi prawdę.
Zawsze mówię ci prawdę."	1	Casino
350	"Frankie, mały chyba nie dyma
żydkowi żony, co?
Bo jeśli tak,
to mamy poważny problem.
Cóż miałem powiedzieć?
Wiedziałem, że zła odpowiedź...
...to wyrok śmierci dla całej trójki."	1	Casino
351	"Stara wiara ma zasady. A jedną z nich jest ta,
że nie dymie się cudzych żon.
To szkodzi interesom.
Więc skłamałem, choć za to kłamstwo...
...mogli mnie również zabić.
Nie, nic nie widziałem."	1	Casino
352	"Jesteś pewny?
Tak, jestem pewny.
Remo, tam się wszystko strasznie popierdoliło.
Wiem.
Dlatego pytam.
Martwię się o Nicky'ego."	1	Casino
353	"Muszę wiedzieć, że sobie radzi,
czy jest OK.
- Jest OK. Radzi sobie.
- Proszę cię abyś miał na niego oko.
- Zrób to dla mnie.
- Nie ma problemu.
Nie chcę, żeby nasi przyjaciele
mieli przez to kłopoty.
- Rozumiesz?
- Rozumiem."	1	Casino
354	"Dobrze.
Frankie, jesteś w porządku gość.
Dzięki, Remo.
Tymczasem, Nicky i jego załoga
staczali się na samo dno.
Vegas pomieszało mu we łbie."	1	Casino
355	"Wóda, narkotyki, dziwki.
Totalny niechluj.
To już nie ten sam Nicky.
- Za dużo pijesz.
- Odpierdol się.
Ostatnio, dopiero trzecim szlagiem
powalił faceta."	1	Casino
356	"Kiedyś, wystarczył jeden cios.
No i jeszcze to białe gówno...
Być może Vegas
uderzyło nam wszystkim do głowy.
Kumple poszli w jego ślady.
Przez pół dnia byli na haju."	1	Casino
357	"Zaczęli robić głupie rzeczy.
A najgorszy był Blue.
- Czego chłopaki chcecie?
- Policja! Zostań w wozie!
Nigdy nie wiedział,
kiedy ma zamknąć gębę.
- Rzuć broń!
- Wypierdalaj!
Gliniarze go zastrzelili.
Bo wzięli jego kanapkę za pistolet."	1	Casino
358	"Mogli mieć rację, ale kto to przewidzi?
Chryste!
Jaki pistolet?
Przecież to kurwa kanapka.
Czego chcesz?
Jest ciemno.
Ta alu-folia wyglądała jak spluwa!"	1	Casino
359	"Ty pojebany debilu!
Będę się tłumaczył z tego przez dwa miesiące.
- Przepraszam!
- Palant!
Nicky i jego ekipa zemścili się...
...ostrzeliwując po pijanemu
domy gliniarzy.
Nie mogli rozmawiać nawet grypsem..."	1	Casino
360	"...bo Federalni założyli podsłuch w ścianie.
Kiedy byli na zewnątrz
musieli zakrywać usta...
Kurwa, znowu się zakrywa.
...bo Federalni sprowadzili agentów
co umieli czytać z ruchu warg.
Nicky dowiedział się o tym
od swojego dłużnika."	1	Casino
361	"Znowu mnie pytał o ciebie i żonę Żyda.
Idź, idź.
Co mówisz?
Znów mnie pytał o ciebie i żonę Żyda.
Tak? I co mu powiedziałeś?
Powiedziałem, że o niczym nie wiem."	1	Casino
362	"Jiggs i Tony mówią, że jakby co,
to masz przejebane.
Myślisz, że robi mi koło dupy
i donosi za moimi plecami?
Nie, słyszałbyś coś.
- Ale mógłby?
- Wiem, wiem.
Już mu nie ufam,
ale szefowie nie pozwolą mi go sprzątnąć."	1	Casino
363	"Tak, ale ciągle o to pytają.
Jasne, że pytają.
Kutas robi dla nich szmal.
Mam dziwne przeczucie, że on chce kurwa wojny,
albo coś w tym rodzaju.
Jeszcze nie jestem pewien,
ale wiesz, co chcę abyś zrobił?
Co to za facet?"	1	Casino
364	"Jakiś facet.
Wiesz, co zrobisz?
Weź paru chłopaków i wykopcie dół na pustyni.
Zapamiętaj gdzie.
- Angelo i Buster.
- Dobra, ale jeszcze nie jestem całkiem pewien.
- Zrobią to.
- Niech czekają na hasło:"	1	Casino
365	"""Idźcie do Żyda"",
i dopilnujecie żeby zniknął.
Daj mi znać, ale musimy być gotowi.
Wiesz, o czym mówię?
Czy mówiłem aby coś robić?
Powiedziałem, że nie jestem pewny.
Dam ci znać.
Muszę to przemyśleć."	1	Casino
366	"Gdzie te kutasy siedzą?
Dominick powiedział, że w motelu?
Chuj ich wie.
Może też w banku. Olej to.
Zaraz wracam. Zaraz wracam.
Rudy.
Jak ktoś do mnie zadzwoni to niech gada z Sherbertem.
Zaraz wracam."	1	Casino
367	"- Oczywiście, panie Rothstein.
- Jadę na chwilę do domu.
Jedzie do domu.
Dzięki.
Ginger?
Tatusiu pomóż mi!"	1	Casino
368	"- Amy? Amy, otwórz drzwi!
- Nie mogę, jestem związana!
- Tato!
- Co się stało?
- Kto ci to zrobił?
- Mamusia.
Pójdę po nóż,
żeby to odciąć, malutka.
- Nie. Nie odchodź.
- Tatuś zaraz wróci."	1	Casino
369	"- Kiedy mama ci to zrobiła, skarbie?
- Nie wiem.
Dawno ci to zrobiła?
Zanim wyszła?
Nie wiem.
- Halo?
- Sammy.
Tak. Kto mówi? Nick?"	1	Casino
370	"Tak. Co słychać,
wszystko w porządku?
Nie, nie jest w porządku.
Skąd wiesz, że jestem w domu?
Chciałem z tobą pogadać.
Ginger zniknęła. Związała dziecko
i zamknęła je w pokoju.
Muszę ją znaleźć.
Nie wiem, gdzie może być."	1	Casino
371	"Ginger jest ze mną w Krzywej Wieży.
Jest tam z tobą?
Jest z tobą?
- Tak, jest tu.
- Zaraz tam będę.
Dobra.
- Jedzie tu.
- Świetnie."	1	Casino
372	"Ace, posłuchaj, nie rób scen, dobra?
- Pogadam tylko z tą irlandzką suką.
- Ona nie wie co robić.
Chce uratować wasze małżeństwo.
- Nicky, chcę gadać z tą jebaną suką.
- Hej.
Bądź kurwa miły.
Uspokój się."	1	Casino
373	"Grzeczniej.
Nie odpierdalaj cyrku.
- Cześć, Sam.
- Czy ty kurwa ocipiałaś?
Związałaś i zamknęłaś nasze dziecko?
Gdzie masz kurwa mózg?
Nasze własne dziecko?
Odpierdoliło ci?"	1	Casino
374	"Tylko na chwilę.
Opiekunka nie przyszła.
Powinienem cię kurwa zamknąć u czubków.
Zrób coś takiego jeszcze raz, a kurwa...
Chciałam tylko wyjść na krótką chwilę.
Spała.
Myślałam, że wrócę zanim się obudzi.
Posłuchaj, ty jebana pizdo!
Posłuchaj mnie."	1	Casino
375	"- Spierdalaj.
- Coś ci powiem.
Posłuchaj mnie teraz uważnie.
Jeśli jeszcze raz ją dotkniesz,
jeśli zrobisz coś takiego jeszcze raz...
...to cię kurwa zabiję.
Jak psa. Dotarło?
Bez żadnego pierdolenia, zabiję cię."	1	Casino
376	"Czemu po prostu nie dasz mi odejść?
Zabiję cię ty pierdolona kurwo.
Podpiszę co zechcesz.
Daj mi moją biżuterię i pozwól odejść.
- Dać ci biżuterię i pozwolić odejść?
- Tak."	1	Casino
377	"Żebyś dalej mnie hańbiła,
ty jebana świnio?
Wstawaj i bądź matką.
Do auta i do domu w tej chwili.
Wstawaj!
Wstawaj."	1	Casino
378	"Nie radzę ci tak mnie traktować.
Wstawaj.
Ruszaj się.
Wstawaj.
Czy ty mi kurwa grozisz?
Zaraz cię tu kurwa zabiję, w tej chwili!
Wstawaj i do domu."	1	Casino
379	"- Idę! Idę!
- Ty...
- Musisz go pytać o zgodę, żeby wrócić do domu?
- I co z tego?
A kogo ty zerżnąłeś na parkingu
zanim tu przyszedłeś.
Rzygać mi się chce,
jak na ciebie patrzę, ty kurwo.
- Dziwka zawsze będzie dziwką.
- Pierdolę cię!"	1	Casino
380	"Pierdolę cię, Samie Rothstein!
Spierdalaj!
Daj Billy'ego Sherberta.
O co chodzi?
Wyjaśnię ci później.
- Masz w domu broń? To weź ją i przyjedź do mnie.
- Dobra."	1	Casino
381	"- Spokojnie, zaraz tam będę.
- OK.
Niech tu stoi!
Gdzie on jest do cholery?
Zabijcie tego żydowskiego gnoja!
Uspokój się.
Schowaj jej auto z tyłu.
Nie musisz się maskować!
On już wie!"	1	Casino
